LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
AUS,GDP,TOT,USD_CAP,A,2020,55635.46256,
AUS,GDP,TOT,USD_CAP,A,2021,60575.49698,E
AUT,GDP,TOT,MLN_USD,A,1970,28577.921,E
AUT,GDP,TOT,MLN_USD,A,1971,31561.883,E
AUT,GDP,TOT,MLN_USD,A,1972,34970.238,E
AUT,GDP,TOT,MLN_USD,A,1973,38689.323,E
AUT,GDP,TOT,MLN_USD,A,1974,43833.971,E
AUT,GDP,TOT,MLN_USD,A,1975,47720.619,E
AUT,GDP,TOT,MLN_USD,A,1976,52651.247,E
AUT,GDP,TOT,MLN_USD,A,1977,58763.524,E
AUT,GDP,TOT,MLN_USD,A,1978,62764.355,E
AUT,GDP,TOT,MLN_USD,A,1979,71612.672,E
AUT,GDP,TOT,MLN_USD,A,1980,79433.469,E
AUT,GDP,TOT,MLN_USD,A,1981,86824.116,E
AUT,GDP,TOT,MLN_USD,A,1982,94042.484,E
AUT,GDP,TOT,MLN_USD,A,1983,100631.405,E
AUT,GDP,TOT,MLN_USD,A,1984,104315.35,E
AUT,GDP,TOT,MLN_USD,A,1985,110303.201,E
AUT,GDP,TOT,MLN_USD,A,1986,115114.232,E
AUT,GDP,TOT,MLN_USD,A,1987,119561.715,E
AUT,GDP,TOT,MLN_USD,A,1988,127858.773,E
AUT,GDP,TOT,MLN_USD,A,1989,138036.086,E
AUT,GDP,TOT,MLN_USD,A,1990,149426.332,E
AUT,GDP,TOT,MLN_USD,A,1991,159796.186,E
AUT,GDP,TOT,MLN_USD,A,1992,166859.41,E
AUT,GDP,TOT,MLN_USD,A,1993,171714.41,E
AUT,GDP,TOT,MLN_USD,A,1994,179594.108,E
AUT,GDP,TOT,MLN_USD,A,1995,188252.033,
AUT,GDP,TOT,MLN_USD,A,1996,195424.463,
AUT,GDP,TOT,MLN_USD,A,1997,202601.148,
AUT,GDP,TOT,MLN_USD,A,1998,212781.09,
AUT,GDP,TOT,MLN_USD,A,1999,220639.939,
AUT,GDP,TOT,MLN_USD,A,2000,235347.82,
AUT,GDP,TOT,MLN_USD,A,2001,238878.519,
AUT,GDP,TOT,MLN_USD,A,2002,251984.784,
AUT,GDP,TOT,MLN_USD,A,2003,261057.076,
AUT,GDP,TOT,MLN_USD,A,2004,275998.472,
AUT,GDP,TOT,MLN_USD,A,2005,288086.722,
AUT,GDP,TOT,MLN_USD,A,2006,311414.93,
AUT,GDP,TOT,MLN_USD,A,2007,327096.286,
AUT,GDP,TOT,MLN_USD,A,2008,343812.976,
AUT,GDP,TOT,MLN_USD,A,2009,341392.998,
AUT,GDP,TOT,MLN_USD,A,2010,351341.77,
AUT,GDP,TOT,MLN_USD,A,2011,373031.477,
AUT,GDP,TOT,MLN_USD,A,2012,391635.176,
AUT,GDP,TOT,MLN_USD,A,2013,406370.245,
AUT,GDP,TOT,MLN_USD,A,2014,417059.519,
AUT,GDP,TOT,MLN_USD,A,2015,430975.924,
AUT,GDP,TOT,MLN_USD,A,2016,460282.647,
AUT,GDP,TOT,MLN_USD,A,2017,476590.588,
AUT,GDP,TOT,MLN_USD,A,2018,503557.209,
AUT,GDP,TOT,MLN_USD,A,2019,515713.228,
AUT,GDP,TOT,MLN_USD,A,2020,496544.035,
AUT,GDP,TOT,MLN_USD,A,2021,531008.082,
AUT,GDP,TOT,USD_CAP,A,1970,3827.4696,E
AUT,GDP,TOT,USD_CAP,A,1971,4207.954197,E
AUT,GDP,TOT,USD_CAP,A,1972,4635.794493,E
AUT,GDP,TOT,USD_CAP,A,1973,5100.415556,E
AUT,GDP,TOT,USD_CAP,A,1974,5768.748958,E
AUT,GDP,TOT,USD_CAP,A,1975,6296.822115,E
AUT,GDP,TOT,USD_CAP,A,1976,6959.364576,E
AUT,GDP,TOT,USD_CAP,A,1977,7764.295103,E
AUT,GDP,TOT,USD_CAP,A,1978,8299.632824,E
AUT,GDP,TOT,USD_CAP,A,1979,9485.84459,E
AUT,GDP,TOT,USD_CAP,A,1980,10521.77949,E
AUT,GDP,TOT,USD_CAP,A,1981,11471.45497,E
AUT,GDP,TOT,USD_CAP,A,1982,12416.25907,E
AUT,GDP,TOT,USD_CAP,A,1983,13307.67029,E
AUT,GDP,TOT,USD_CAP,A,1984,13795.70989,E
AUT,GDP,TOT,USD_CAP,A,1985,14580.758,E
AUT,GDP,TOT,USD_CAP,A,1986,15207.04947,E
AUT,GDP,TOT,USD_CAP,A,1987,15784.58738,E
AUT,GDP,TOT,USD_CAP,A,1988,16856.08826,E
AUT,GDP,TOT,USD_CAP,A,1989,18116.00377,E
AUT,GDP,TOT,USD_CAP,A,1990,19462.00202,E
AUT,GDP,TOT,USD_CAP,A,1991,20605.85841,E
AUT,GDP,TOT,USD_CAP,A,1992,21281.16354,E
AUT,GDP,TOT,USD_CAP,A,1993,21720.51642,E
AUT,GDP,TOT,USD_CAP,A,1994,22629.96952,E
AUT,GDP,TOT,USD_CAP,A,1995,23684.63114,
AUT,GDP,TOT,USD_CAP,A,1996,24553.84729,
AUT,GDP,TOT,USD_CAP,A,1997,25426.72011,
AUT,GDP,TOT,USD_CAP,A,1998,26675.03047,
AUT,GDP,TOT,USD_CAP,A,1999,27606.48424,
AUT,GDP,TOT,USD_CAP,A,2000,29376.00711,
AUT,GDP,TOT,USD_CAP,A,2001,29702.78733,
AUT,GDP,TOT,USD_CAP,A,2002,31178.05144,
AUT,GDP,TOT,USD_CAP,A,2003,32156.83638,
AUT,GDP,TOT,USD_CAP,A,2004,33784.25424,
AUT,GDP,TOT,USD_CAP,A,2005,35024.55748,
AUT,GDP,TOT,USD_CAP,A,2006,37665.32274,
AUT,GDP,TOT,USD_CAP,A,2007,39432.0474,
AUT,GDP,TOT,USD_CAP,A,2008,41316.02264,
AUT,GDP,TOT,USD_CAP,A,2009,40927.13469,
AUT,GDP,TOT,USD_CAP,A,2010,42021.15421,
AUT,GDP,TOT,USD_CAP,A,2011,44469.20964,
AUT,GDP,TOT,USD_CAP,A,2012,46477.65508,
AUT,GDP,TOT,USD_CAP,A,2013,47936.67796,
AUT,GDP,TOT,USD_CAP,A,2014,48813.53441,
AUT,GDP,TOT,USD_CAP,A,2015,49942.05629,
AUT,GDP,TOT,USD_CAP,A,2016,52665.08746,
AUT,GDP,TOT,USD_CAP,A,2017,54188.36067,
AUT,GDP,TOT,USD_CAP,A,2018,56978.26477,
AUT,GDP,TOT,USD_CAP,A,2019,58091.27229,
AUT,GDP,TOT,USD_CAP,A,2020,55686.06774,
AUT,GDP,TOT,USD_CAP,A,2021,59295.89503,
BEL,GDP,TOT,MLN_USD,A,1970,37289.172,E
BEL,GDP,TOT,MLN_USD,A,1971,40649.836,E
BEL,GDP,TOT,MLN_USD,A,1972,44635.79,E
BEL,GDP,TOT,MLN_USD,A,1973,49964.28,E
BEL,GDP,TOT,MLN_USD,A,1974,56747.551,E
BEL,GDP,TOT,MLN_USD,A,1975,61181.064,E
BEL,GDP,TOT,MLN_USD,A,1976,68196.836,E
BEL,GDP,TOT,MLN_USD,A,1977,72887.694,E
BEL,GDP,TOT,MLN_USD,A,1978,80231.592,E
BEL,GDP,TOT,MLN_USD,A,1979,88922.155,E
BEL,GDP,TOT,MLN_USD,A,1980,101297.641,E
BEL,GDP,TOT,MLN_USD,A,1981,110572.894,E
BEL,GDP,TOT,MLN_USD,A,1982,118102.924,E
BEL,GDP,TOT,MLN_USD,A,1983,123111.483,E
BEL,GDP,TOT,MLN_USD,A,1984,130698.926,E
BEL,GDP,TOT,MLN_USD,A,1985,137059.36,E
BEL,GDP,TOT,MLN_USD,A,1986,142368.179,E
BEL,GDP,TOT,MLN_USD,A,1987,149253.827,E
BEL,GDP,TOT,MLN_USD,A,1988,161816.877,E
BEL,GDP,TOT,MLN_USD,A,1989,173994.436,E
BEL,GDP,TOT,MLN_USD,A,1990,186170.871,E
BEL,GDP,TOT,MLN_USD,A,1991,195994.783,E
BEL,GDP,TOT,MLN_USD,A,1992,203529.702,E
BEL,GDP,TOT,MLN_USD,A,1993,206349.944,E
BEL,GDP,TOT,MLN_USD,A,1994,217557.44,E
BEL,GDP,TOT,MLN_USD,A,1995,227416.409,
BEL,GDP,TOT,MLN_USD,A,1996,230946.081,
BEL,GDP,TOT,MLN_USD,A,1997,241624.086,
BEL,GDP,TOT,MLN_USD,A,1998,248636.249,
BEL,GDP,TOT,MLN_USD,A,1999,260168.781,
BEL,GDP,TOT,MLN_USD,A,2000,284826.571,
BEL,GDP,TOT,MLN_USD,A,2001,296130.583,
BEL,GDP,TOT,MLN_USD,A,2002,312900.475,
BEL,GDP,TOT,MLN_USD,A,2003,320963.526,
BEL,GDP,TOT,MLN_USD,A,2004,334133.78,
BEL,GDP,TOT,MLN_USD,A,2005,347658.439,
BEL,GDP,TOT,MLN_USD,A,2006,371912.513,
BEL,GDP,TOT,MLN_USD,A,2007,390932.181,
BEL,GDP,TOT,MLN_USD,A,2008,405729.43,
BEL,GDP,TOT,MLN_USD,A,2009,407562.442,
BEL,GDP,TOT,MLN_USD,A,2010,434081.06,
BEL,GDP,TOT,MLN_USD,A,2011,451932.625,
BEL,GDP,TOT,MLN_USD,A,2012,469720.336,
BEL,GDP,TOT,MLN_USD,A,2013,487343.796,
BEL,GDP,TOT,MLN_USD,A,2014,503619.623,
BEL,GDP,TOT,MLN_USD,A,2015,520877.807,
BEL,GDP,TOT,MLN_USD,A,2016,550677.566,
BEL,GDP,TOT,MLN_USD,A,2017,573788.528,
BEL,GDP,TOT,MLN_USD,A,2018,600323.292,
BEL,GDP,TOT,MLN_USD,A,2019,623602.985,
BEL,GDP,TOT,MLN_USD,A,2020,612655.559,P
BEL,GDP,TOT,MLN_USD,A,2021,694740.157,P
BEL,GDP,TOT,USD_CAP,A,1970,3874.078284,E
BEL,GDP,TOT,USD_CAP,A,1971,4207.946256,E
BEL,GDP,TOT,USD_CAP,A,1972,4603.427342,E
BEL,GDP,TOT,USD_CAP,A,1973,5137.625399,E
BEL,GDP,TOT,USD_CAP,A,1974,5817.200595,E
BEL,GDP,TOT,USD_CAP,A,1975,6254.392799,E
BEL,GDP,TOT,USD_CAP,A,1976,6960.228896,E
BEL,GDP,TOT,USD_CAP,A,1977,7430.650778,E
BEL,GDP,TOT,USD_CAP,A,1978,8172.679401,E
BEL,GDP,TOT,USD_CAP,A,1979,9051.485878,E
BEL,GDP,TOT,USD_CAP,A,1980,10300.72909,E
BEL,GDP,TOT,USD_CAP,A,1981,11235.92133,E
BEL,GDP,TOT,USD_CAP,A,1982,11991.35391,E
BEL,GDP,TOT,USD_CAP,A,1983,12493.55416,E
BEL,GDP,TOT,USD_CAP,A,1984,13262.19442,E
BEL,GDP,TOT,USD_CAP,A,1985,13904.77428,E
BEL,GDP,TOT,USD_CAP,A,1986,14440.42795,E
BEL,GDP,TOT,USD_CAP,A,1987,15121.96824,E
BEL,GDP,TOT,USD_CAP,A,1988,16338.53763,E
BEL,GDP,TOT,USD_CAP,A,1989,17504.47043,E
BEL,GDP,TOT,USD_CAP,A,1990,18676.85301,E
BEL,GDP,TOT,USD_CAP,A,1991,19587.7257,E
BEL,GDP,TOT,USD_CAP,A,1992,20257.75874,E
BEL,GDP,TOT,USD_CAP,A,1993,20459.04664,E
BEL,GDP,TOT,USD_CAP,A,1994,21506.27126,E
BEL,GDP,TOT,USD_CAP,A,1995,22434.29114,
BEL,GDP,TOT,USD_CAP,A,1996,22737.6273,
BEL,GDP,TOT,USD_CAP,A,1997,23732.84417,
BEL,GDP,TOT,USD_CAP,A,1998,24368.93555,
BEL,GDP,TOT,USD_CAP,A,1999,25441.89139,
BEL,GDP,TOT,USD_CAP,A,2000,27785.24741,
BEL,GDP,TOT,USD_CAP,A,2001,28786.875,
BEL,GDP,TOT,USD_CAP,A,2002,30281.66799,
BEL,GDP,TOT,USD_CAP,A,2003,30933.26193,
BEL,GDP,TOT,USD_CAP,A,2004,32063.50444,
BEL,GDP,TOT,USD_CAP,A,2005,33176.68088,
BEL,GDP,TOT,USD_CAP,A,2006,35259.05511,
BEL,GDP,TOT,USD_CAP,A,2007,36790.1544,
BEL,GDP,TOT,USD_CAP,A,2008,37883.23342,
BEL,GDP,TOT,USD_CAP,A,2009,37751.24509,
BEL,GDP,TOT,USD_CAP,A,2010,39838.57016,
BEL,GDP,TOT,USD_CAP,A,2011,40943.34348,
BEL,GDP,TOT,USD_CAP,A,2012,42290.47767,
BEL,GDP,TOT,USD_CAP,A,2013,43672.71229,
BEL,GDP,TOT,USD_CAP,A,2014,44929.93333,
BEL,GDP,TOT,USD_CAP,A,2015,46201.68589,
BEL,GDP,TOT,USD_CAP,A,2016,48599.20268,
BEL,GDP,TOT,USD_CAP,A,2017,50442.94752,
BEL,GDP,TOT,USD_CAP,A,2018,52535.51167,
BEL,GDP,TOT,USD_CAP,A,2019,54278.26488,
BEL,GDP,TOT,USD_CAP,A,2020,53071.34083,P
BEL,GDP,TOT,USD_CAP,A,2021,59948.24033,P
CAN,GDP,TOT,MLN_USD,A,1961,44376.883,
CAN,GDP,TOT,MLN_USD,A,1962,48656.247,
CAN,GDP,TOT,MLN_USD,A,1963,52000.483,
CAN,GDP,TOT,MLN_USD,A,1964,56477.8,
CAN,GDP,TOT,MLN_USD,A,1965,61893.966,
CAN,GDP,TOT,MLN_USD,A,1966,68329.4,
CAN,GDP,TOT,MLN_USD,A,1967,72469.718,
CAN,GDP,TOT,MLN_USD,A,1968,80115.42,
CAN,GDP,TOT,MLN_USD,A,1969,88783.769,
CAN,GDP,TOT,MLN_USD,A,1970,99531.471,
CAN,GDP,TOT,MLN_USD,A,1971,108728.861,
CAN,GDP,TOT,MLN_USD,A,1972,119678.511,
CAN,GDP,TOT,MLN_USD,A,1973,134865.972,
CAN,GDP,TOT,MLN_USD,A,1974,151824.296,
CAN,GDP,TOT,MLN_USD,A,1975,168311.191,
CAN,GDP,TOT,MLN_USD,A,1976,188012.922,
CAN,GDP,TOT,MLN_USD,A,1977,206560.673,
CAN,GDP,TOT,MLN_USD,A,1978,229233.664,
CAN,GDP,TOT,MLN_USD,A,1979,257465.225,
CAN,GDP,TOT,MLN_USD,A,1980,286773.326,
CAN,GDP,TOT,MLN_USD,A,1981,324813.802,
CAN,GDP,TOT,MLN_USD,A,1982,333889.388,
CAN,GDP,TOT,MLN_USD,A,1983,355992.913,
CAN,GDP,TOT,MLN_USD,A,1984,390628.604,
CAN,GDP,TOT,MLN_USD,A,1985,422072.898,
CAN,GDP,TOT,MLN_USD,A,1986,439808.702,
CAN,GDP,TOT,MLN_USD,A,1987,469040.522,
CAN,GDP,TOT,MLN_USD,A,1988,507000.423,
CAN,GDP,TOT,MLN_USD,A,1989,539084.222,
CAN,GDP,TOT,MLN_USD,A,1990,560184.877,
CAN,GDP,TOT,MLN_USD,A,1991,567047.864,
CAN,GDP,TOT,MLN_USD,A,1992,585191.62,
CAN,GDP,TOT,MLN_USD,A,1993,615002.847,
CAN,GDP,TOT,MLN_USD,A,1994,656367.112,
CAN,GDP,TOT,MLN_USD,A,1995,688183.628,
CAN,GDP,TOT,MLN_USD,A,1996,712130.958,
CAN,GDP,TOT,MLN_USD,A,1997,755416.033,
CAN,GDP,TOT,MLN_USD,A,1998,793682.05,
CAN,GDP,TOT,MLN_USD,A,1999,846421.343,
CAN,GDP,TOT,MLN_USD,A,2000,901003.29,
CAN,GDP,TOT,MLN_USD,A,2001,937793.044,
CAN,GDP,TOT,MLN_USD,A,2002,971009.088,
CAN,GDP,TOT,MLN_USD,A,2003,1023686.549,
CAN,GDP,TOT,MLN_USD,A,2004,1083615.23,
CAN,GDP,TOT,MLN_USD,A,2005,1171340.162,
CAN,GDP,TOT,MLN_USD,A,2006,1241618.911,
CAN,GDP,TOT,MLN_USD,A,2007,1301593.852,
CAN,GDP,TOT,MLN_USD,A,2008,1342396.613,
CAN,GDP,TOT,MLN_USD,A,2009,1307000.658,
CAN,GDP,TOT,MLN_USD,A,2010,1363578.975,
CAN,GDP,TOT,MLN_USD,A,2011,1430807.125,
CAN,GDP,TOT,MLN_USD,A,2012,1468094.965,
CAN,GDP,TOT,MLN_USD,A,2013,1554122.745,
CAN,GDP,TOT,MLN_USD,A,2014,1621396.709,
CAN,GDP,TOT,MLN_USD,A,2015,1594850.842,
CAN,GDP,TOT,MLN_USD,A,2016,1678093.396,
CAN,GDP,TOT,MLN_USD,A,2017,1765763.154,
CAN,GDP,TOT,MLN_USD,A,2018,1849252.231,
CAN,GDP,TOT,MLN_USD,A,2019,1853244.739,
CAN,GDP,TOT,MLN_USD,A,2020,1771474.029,
CAN,GDP,TOT,MLN_USD,A,2021,1937574.534,
CAN,GDP,TOT,USD_CAP,A,1970,4590.894787,
CAN,GDP,TOT,USD_CAP,A,1971,4950.765082,
CAN,GDP,TOT,USD_CAP,A,1972,5386.444197,
CAN,GDP,TOT,USD_CAP,A,1973,5996.234615,
CAN,GDP,TOT,USD_CAP,A,1974,6656.633762,
CAN,GDP,TOT,USD_CAP,A,1975,7272.57446,
CAN,GDP,TOT,USD_CAP,A,1976,8017.674279,
CAN,GDP,TOT,USD_CAP,A,1977,8706.146837,
CAN,GDP,TOT,USD_CAP,A,1978,9566.069449,
CAN,GDP,TOT,USD_CAP,A,1979,10638.38012,
CAN,GDP,TOT,USD_CAP,A,1980,11697.55349,
CAN,GDP,TOT,USD_CAP,A,1981,13086.8217,
CAN,GDP,TOT,USD_CAP,A,1982,13293.39329,
CAN,GDP,TOT,USD_CAP,A,1983,14034.0055,
CAN,GDP,TOT,USD_CAP,A,1984,15254.72707,
CAN,GDP,TOT,USD_CAP,A,1985,16332.75302,
CAN,GDP,TOT,USD_CAP,A,1986,16850.72864,
CAN,GDP,TOT,USD_CAP,A,1987,17735.38015,
CAN,GDP,TOT,USD_CAP,A,1988,18923.75376,
CAN,GDP,TOT,USD_CAP,A,1989,19763.4839,
CAN,GDP,TOT,USD_CAP,A,1990,20229.75282,
CAN,GDP,TOT,USD_CAP,A,1991,20224.6806,
CAN,GDP,TOT,USD_CAP,A,1992,20626.20898,
CAN,GDP,TOT,USD_CAP,A,1993,21440.05255,
CAN,GDP,TOT,USD_CAP,A,1994,22632.83127,
CAN,GDP,TOT,USD_CAP,A,1995,23485.64344,
CAN,GDP,TOT,USD_CAP,A,1996,24050.17614,
CAN,GDP,TOT,USD_CAP,A,1997,25259.72536,
CAN,GDP,TOT,USD_CAP,A,1998,26319.93026,
CAN,GDP,TOT,USD_CAP,A,1999,27841.62958,
CAN,GDP,TOT,USD_CAP,A,2000,29362.28957,
CAN,GDP,TOT,USD_CAP,A,2001,30231.00503,
CAN,GDP,TOT,USD_CAP,A,2002,30963.22201,
CAN,GDP,TOT,USD_CAP,A,2003,32350.07088,
CAN,GDP,TOT,USD_CAP,A,2004,33925.89256,
CAN,GDP,TOT,USD_CAP,A,2005,36327.66206,
CAN,GDP,TOT,USD_CAP,A,2006,38120.17679,
CAN,GDP,TOT,USD_CAP,A,2007,39575.32497,
CAN,GDP,TOT,USD_CAP,A,2008,40376.33017,
CAN,GDP,TOT,USD_CAP,A,2009,38865.40602,
CAN,GDP,TOT,USD_CAP,A,2010,40099.49789,
CAN,GDP,TOT,USD_CAP,A,2011,41666.71885,
CAN,GDP,TOT,USD_CAP,A,2012,42290.87908,
CAN,GDP,TOT,USD_CAP,A,2013,44298.51446,
CAN,GDP,TOT,USD_CAP,A,2014,45753.78294,
CAN,GDP,TOT,USD_CAP,A,2015,44670.05437,
CAN,GDP,TOT,USD_CAP,A,2016,46472.36877,
CAN,GDP,TOT,USD_CAP,A,2017,48317.19116,
CAN,GDP,TOT,USD_CAP,A,2018,49892.02861,
CAN,GDP,TOT,USD_CAP,A,2019,49286.8116,
CAN,GDP,TOT,USD_CAP,A,2020,46572.14102,
CAN,GDP,TOT,USD_CAP,A,2021,50660.69817,
CZE,GDP,TOT,MLN_USD,A,1990,131419.297,E
CZE,GDP,TOT,MLN_USD,A,1991,120083.109,E
CZE,GDP,TOT,MLN_USD,A,1992,122197.562,E
CZE,GDP,TOT,MLN_USD,A,1993,125171.498,E
CZE,GDP,TOT,MLN_USD,A,1994,131563.829,E
CZE,GDP,TOT,MLN_USD,A,1995,143054.653,
